source,destination,distance,source_crime_count,destination_crime_count,dest_percentile
prem nagar,geeta colony,29.49485446857066,1,1,84
geeta colony,rajouri garden,15.624930876009051,1,1,84
rajouri garden,geeta colony,15.624930876009051,1,1,84
geeta colony,rohini,17.150677157357,1,4,34
rohini,geeta colony,17.150677157357,4,1,84
geeta colony,saket,15.238472915334608,1,1,84
saket,geeta colony,15.238472915334608,1,1,84
geeta colony,sangam vihar,17.321746860852052,1,2,67
sangam vihar,geeta colony,17.321746860852052,2,1,84
geeta colony,sarai kale khan,7.315158848787037,1,1,84
sarai kale khan,geeta colony,7.315158848787037,1,1,84
geeta colony,shalimar bagh,14.314419355640538,1,2,67
shalimar bagh,geeta colony,14.314419355640538,2,1,84
geeta colony,tilak nagar,17.78702518502116,1,1,84
tilak nagar,geeta colony,17.78702518502116,1,1,84
geeta colony,tis hazari,6.088253907471793,1,2,67
tis hazari,geeta colony,6.088253907471793,2,1,84
geeta colony,trilokpuri,5.781694336409509,1,2,67
trilokpuri,geeta colony,5.781694336409509,2,1,84
geeta colony,tughlakabad,15.31043015491102,1,1,84
tughlakabad,geeta colony,15.31043015491102,1,1,84
geeta colony,vasant kunj,17.943729506660837,1,2,67
vasant kunj,geeta colony,17.943729506660837,2,1,84
geeta colony,vijay nagar,8.584539083302756,1,1,84
vijay nagar,geeta colony,8.584539083302756,1,1,84
geeta colony,wazirabad,30.273917333261533,1,2,67
wazirabad,geeta colony,30.273917333261533,2,1,84
geeta colony,yamuna vihar,5.598301773584324,1,1,84
yamuna vihar,geeta colony,5.598301773584324,1,1,84
green park,inderpuri,9.786309103726994,1,1,84
inderpuri,green park,9.786309103726994,1,1,84
green park,jasola,8.730648508531091,1,2,67
jasola,green park,8.730648508531091,2,1,84
green park,kakrola,19.355866634308764,1,1,84
kakrola,green park,19.355866634308764,1,1,84
green park,kalkaji,5.853285212488258,1,2,67
kalkaji,green park,5.853285212488258,2,1,84
green park,kapashera,12.633008152737071,1,3,50
kapashera,green park,12.633008152737071,3,1,84
green park,karawal nagar,20.362678351730125,1,1,84
karawal nagar,green park,20.362678351730125,1,1,84
green park,kashmiri gate,12.692372548417945,1,4,34
kashmiri gate,green park,12.692372548417945,4,1,84
green park,khanpur,5.613065931683918,1,1,84
khanpur,green park,5.613065931683918,1,1,84
green park,kirti nagar,12.351832301208393,1,1,84
kirti nagar,green park,12.351832301208393,1,1,84
green park,lajpat nagar,3.87963710809766,1,1,84
lajpat nagar,green park,3.87963710809766,1,1,84
green park,mangolpuri,17.992122599898078,1,1,84
mangolpuri,green park,17.992122599898078,1,1,84
green park,mehrauli,4.891891443240767,1,5,17
mehrauli,green park,4.891891443240767,5,1,84
green park,mundka,21.9469991558944,1,1,84
mundka,green park,21.9469991558944,1,1,84
green park,najafgarh,22.73028634451045,1,2,67
najafgarh,green park,22.73028634451045,2,1,84
green park,nangloi,19.12922021361834,1,1,84
nangloi,green park,19.12922021361834,1,1,84
green park,naraina,9.748715235739269,1,1,84
naraina,green park,9.748715235739269,1,1,84
green park,narela,33.57536572986193,1,5,17
narela,green park,33.57536572986193,5,1,84
green park,okhla,8.055848962703267,1,4,34
okhla,green park,8.055848962703267,4,1,84
green park,palam,12.68126843531778,1,1,84
palam,green park,12.68126843531778,1,1,84
green park,patel nagar,12.32256811827134,1,0,100
patel nagar,green park,12.32256811827134,0,1,84
green park,pitampura,17.425872526928636,1,2,67
pitampura,green park,17.425872526928636,2,1,84
green park,prem nagar,22.55346409928269,1,1,84
prem nagar,green park,22.55346409928269,1,1,84
green park,rajouri garden,12.886670685075787,1,1,84
rajouri garden,green park,12.886670685075787,1,1,84
green park,rohini,19.651633310489746,1,4,34
rohini,green park,19.651633310489746,4,1,84
green park,saket,3.7956062598808833,1,1,84
saket,green park,3.7956062598808833,1,1,84
green park,sangam vihar,7.412661982444915,1,2,67
sangam vihar,green park,7.412661982444915,2,1,84
green park,sarai kale khan,5.780038443381164,1,1,84
sarai kale khan,green park,5.780038443381164,1,1,84
green park,shalimar bagh,18.551987195475725,1,2,67
shalimar bagh,green park,18.551987195475725,2,1,84
green park,tilak nagar,14.27095555259357,1,1,84
tilak nagar,green park,14.27095555259357,1,1,84
green park,tis hazari,12.175811299169158,1,2,67
tis hazari,green park,12.175811299169158,2,1,84
green park,trilokpuri,11.094248043743837,1,2,67
trilokpuri,green park,11.094248043743837,2,1,84
green park,tughlakabad,7.74892707044008,1,1,84
tughlakabad,green park,7.74892707044008,1,1,84
green park,vasant kunj,6.058744413843943,1,2,67
vasant kunj,green park,6.058744413843943,2,1,84
green park,vijay nagar,14.859007712160633,1,1,84
vijay nagar,green park,14.859007712160633,1,1,84
green park,wazirabad,18.061941699398712,1,2,67
wazirabad,green park,18.061941699398712,2,1,84
green park,yamuna vihar,17.08942899954663,1,1,84
yamuna vihar,green park,17.08942899954663,1,1,84
inderpuri,jasola,17.29829365941028,1,2,67
jasola,inderpuri,17.29829365941028,2,1,84
inderpuri,kakrola,12.931141504398859,1,1,84
kakrola,inderpuri,12.931141504398859,1,1,84
inderpuri,kalkaji,15.140135004302769,1,2,67
kalkaji,inderpuri,15.140135004302769,2,1,84
inderpuri,kapashera,12.92795297982322,1,3,50
kapashera,inderpuri,12.92795297982322,3,1,84
inderpuri,karawal nagar,16.880841804037882,1,1,84
karawal nagar,inderpuri,16.880841804037882,1,1,84
inderpuri,kashmiri gate,9.477143676358132,1,4,34
kashmiri gate,inderpuri,9.477143676358132,4,1,84
inderpuri,khanpur,15.343740298079029,1,1,84
khanpur,inderpuri,15.343740298079029,1,1,84
inderpuri,kirti nagar,2.7839520419003776,1,1,84
kirti nagar,inderpuri,2.7839520419003776,1,1,84
inderpuri,lajpat nagar,11.9144271833594,1,1,84
lajpat nagar,inderpuri,11.9144271833594,1,1,84
inderpuri,mangolpuri,8.206241280285136,1,1,84
mangolpuri,inderpuri,8.206241280285136,1,1,84
inderpuri,mehrauli,12.267071241632545,1,5,17
mehrauli,inderpuri,12.267071241632545,5,1,84
inderpuri,mundka,12.754146338305905,1,1,84
mundka,inderpuri,12.754146338305905,1,1,84
inderpuri,najafgarh,16.179631746433433,1,2,67
najafgarh,inderpuri,16.179631746433433,2,1,84
inderpuri,nangloi,9.578541218492235,1,1,84
nangloi,inderpuri,9.578541218492235,1,1,84
inderpuri,naraina,1.106448395344082,1,1,84
naraina,inderpuri,1.106448395344082,1,1,84
inderpuri,narela,24.390070630847305,1,5,17
narela,inderpuri,24.390070630847305,5,1,84
inderpuri,okhla,15.63193876948883,1,4,34
okhla,inderpuri,15.63193876948883,4,1,84
inderpuri,palam,7.490143034077878,1,1,84
palam,inderpuri,7.490143034077878,1,1,84
inderpuri,patel nagar,3.5921557612993937,1,0,100
patel nagar,inderpuri,3.5921557612993937,0,1,84
inderpuri,pitampura,8.048373931090348,1,2,67
pitampura,inderpuri,8.048373931090348,2,1,84
inderpuri,prem nagar,16.702339663938528,1,1,84
prem nagar,inderpuri,16.702339663938528,1,1,84
inderpuri,rajouri garden,3.3790561486777326,1,1,84
rajouri garden,inderpuri,3.3790561486777326,1,1,84
inderpuri,rohini,10.163585982679798,1,4,34
rohini,inderpuri,10.163585982679798,4,1,84
inderpuri,saket,13.295347317492007,1,1,84
saket,inderpuri,13.295347317492007,1,1,84
inderpuri,sangam vihar,17.116851161954408,1,2,67
sangam vihar,inderpuri,17.116851161954408,2,1,84
inderpuri,sarai kale khan,11.634610234620714,1,1,84
sarai kale khan,inderpuri,11.634610234620714,1,1,84
inderpuri,shalimar bagh,9.877471202391193,1,2,67
shalimar bagh,inderpuri,9.877471202391193,2,1,84
inderpuri,tilak nagar,5.319892062440779,1,1,84
tilak nagar,inderpuri,5.319892062440779,1,1,84
inderpuri,tis hazari,8.021564229757907,1,2,67
tis hazari,inderpuri,8.021564229757907,2,1,84
inderpuri,trilokpuri,15.783192486554684,1,2,67
trilokpuri,inderpuri,15.783192486554684,2,1,84
inderpuri,tughlakabad,17.426815316554833,1,1,84
tughlakabad,inderpuri,17.426815316554833,1,1,84
inderpuri,vasant kunj,11.077961285835238,1,2,67
vasant kunj,inderpuri,11.077961285835238,2,1,84
inderpuri,vijay nagar,8.789186778409654,1,1,84
vijay nagar,inderpuri,8.789186778409654,1,1,84
inderpuri,wazirabad,22.43623374510097,1,2,67
wazirabad,inderpuri,22.43623374510097,2,1,84
inderpuri,yamuna vihar,14.625089932602318,1,1,84
yamuna vihar,inderpuri,14.625089932602318,1,1,84
jasola,kakrola,28.06324107638413,2,1,84
kakrola,jasola,28.06324107638413,1,2,67
jasola,kalkaji,3.233928111858785,2,2,67
kalkaji,jasola,3.233928111858785,2,2,67
jasola,kapashera,20.784198367534554,2,3,50
kapashera,jasola,20.784198367534554,3,2,67
jasola,karawal nagar,21.092505586407007,2,1,84
karawal nagar,jasola,21.092505586407007,1,2,67
jasola,kashmiri gate,15.452760359361365,2,4,34
kashmiri gate,jasola,15.452760359361365,4,2,67
jasola,khanpur,6.8839966319781025,2,1,84
khanpur,jasola,6.8839966319781025,1,2,67
jasola,kirti nagar,19.351169053178207,2,1,84
kirti nagar,jasola,19.351169053178207,1,2,67
jasola,lajpat nagar,5.4176514275168834,2,1,84
lajpat nagar,jasola,5.4176514275168834,1,2,67
jasola,mangolpuri,25.20280783743496,2,1,84
mangolpuri,jasola,25.20280783743496,1,2,67
jasola,mehrauli,11.56301681913928,2,5,17
mehrauli,jasola,11.56301681913928,5,2,67
jasola,mundka,29.999217794282035,2,1,84
mundka,jasola,29.999217794282035,1,2,67
jasola,najafgarh,31.446373931434504,2,2,67
najafgarh,jasola,31.446373931434504,2,2,67
jasola,nangloi,26.873814841404148,2,1,84
nangloi,jasola,26.873814841404148,1,2,67
jasola,naraina,17.60793743940723,2,1,84
naraina,jasola,17.60793743940723,1,2,67
jasola,narela,38.80628051486907,2,5,17
narela,jasola,38.80628051486907,5,2,67
jasola,okhla,2.4390145841592883,2,4,34
okhla,jasola,2.4390145841592883,4,2,67
jasola,palam,21.385865006432184,2,1,84
palam,jasola,21.385865006432184,1,2,67
jasola,patel nagar,18.733211024054714,2,0,100
patel nagar,jasola,18.733211024054714,0,2,67
jasola,pitampura,23.727204781944593,2,2,67
pitampura,jasola,23.727204781944593,2,2,67
jasola,prem nagar,31.28374186685703,2,1,84
prem nagar,jasola,31.28374186685703,1,2,67
jasola,rajouri garden,20.65372639558227,2,1,84
rajouri garden,jasola,20.65372639558227,1,2,67
jasola,rohini,25.95623113462412,2,4,34
rohini,jasola,25.95623113462412,4,2,67
jasola,saket,8.12502421702195,2,1,84
saket,jasola,8.12502421702195,1,2,67
jasola,sangam vihar,7.322278729372305,2,2,67
sangam vihar,jasola,7.322278729372305,2,2,67
jasola,sarai kale khan,6.184991825935635,2,1,84
sarai kale khan,jasola,6.184991825935635,1,2,67
jasola,shalimar bagh,23.996202489642204,2,2,67
shalimar bagh,jasola,23.996202489642204,2,2,67
jasola,tilak nagar,22.35999495675127,2,1,84
tilak nagar,jasola,22.35999495675127,1,2,67
jasola,tis hazari,15.830180951246538,2,2,67
tis hazari,jasola,15.830180951246538,2,2,67
jasola,trilokpuri,7.15233988707237,2,2,67
trilokpuri,jasola,7.15233988707237,2,2,67
jasola,tughlakabad,4.239650615252948,2,1,84
tughlakabad,jasola,4.239650615252948,1,2,67
jasola,vasant kunj,13.77665965962198,2,2,67
vasant kunj,jasola,13.77665965962198,2,2,67
jasola,vijay nagar,18.90930253633248,2,1,84
vijay nagar,jasola,18.90930253633248,1,2,67
jasola,wazirabad,23.52184054184863,2,2,67
wazirabad,jasola,23.52184054184863,2,2,67
jasola,yamuna vihar,17.710401690517415,2,1,84
yamuna vihar,jasola,17.710401690517415,1,2,67
kakrola,kalkaji,25.177402409252768,1,2,67
kalkaji,kakrola,25.177402409252768,2,1,84
kakrola,kapashera,10.985172328174123,1,3,50
kapashera,kakrola,10.985172328174123,3,1,84
kakrola,karawal nagar,28.672884954996718,1,1,84
karawal nagar,kakrola,28.672884954996718,1,1,84
kakrola,kashmiri gate,22.121017830754685,1,4,34
kashmiri gate,kakrola,22.121017830754685,4,1,84
kakrola,khanpur,23.546946326817075,1,1,84
khanpur,kakrola,23.546946326817075,1,1,84
kakrola,kirti nagar,13.2107685388948,1,1,84
kirti nagar,kakrola,13.2107685388948,1,1,84
kakrola,lajpat nagar,22.827786921156047,1,1,84
lajpat nagar,kakrola,22.827786921156047,1,1,84
kakrola,mangolpuri,11.75985994695922,1,1,84
mangolpuri,kakrola,11.75985994695922,1,1,84
kakrola,mehrauli,18.433414365901502,1,5,17
mehrauli,kakrola,18.433414365901502,5,1,84
kakrola,mundka,8.200868530058736,1,1,84
mundka,kakrola,8.200868530058736,1,1,84
kakrola,najafgarh,3.4004341907472586,1,2,67
najafgarh,kakrola,3.4004341907472586,2,1,84
kakrola,nangloi,9.30839132719704,1,1,84
nangloi,kakrola,9.30839132719704,1,1,84
kakrola,naraina,12.0002478328931,1,1,84
naraina,kakrola,12.0002478328931,1,1,84
kakrola,narela,27.13485054789194,1,5,17
narela,kakrola,27.13485054789194,5,1,84
kakrola,okhla,27.0274411061938,1,4,34
okhla,kakrola,27.0274411061938,4,1,84
kakrola,palam,6.677437133058777,1,1,84
palam,kakrola,6.677437133058777,1,1,84
kakrola,patel nagar,14.857836061448578,1,0,100
patel nagar,kakrola,14.857836061448578,0,1,84
kakrola,pitampura,15.053996878634527,1,2,67
pitampura,kakrola,15.053996878634527,2,1,84
kakrola,prem nagar,3.8058150052726254,1,1,84
prem nagar,kakrola,3.8058150052726254,1,1,84
kakrola,rajouri garden,10.42038145272042,1,1,84
rajouri garden,kakrola,10.42038145272042,1,1,84
kakrola,rohini,15.540364584807731,1,4,34
rohini,kakrola,15.540364584807731,4,1,84
kakrola,saket,21.34014300447039,1,1,84
saket,kakrola,21.34014300447039,1,1,84
kakrola,sangam vihar,24.921025055874185,1,2,67
sangam vihar,kakrola,24.921025055874185,2,1,84
kakrola,sarai kale khan,23.490340674417286,1,1,84
sarai kale khan,kakrola,23.490340674417286,1,1,84
kakrola,shalimar bagh,17.895182987271575,1,2,67
shalimar bagh,kakrola,17.895182987271575,2,1,84
kakrola,tilak nagar,8.336960350575495,1,1,84
tilak nagar,kakrola,8.336960350575495,1,1,84
kakrola,tis hazari,20.59415514945801,1,2,67
tis hazari,kakrola,20.59415514945801,2,1,84
kakrola,trilokpuri,28.29490016540012,1,2,67
trilokpuri,kakrola,28.29490016540012,2,1,84
kakrola,tughlakabad,26.622085039734287,1,1,84
tughlakabad,kakrola,26.622085039734287,1,1,84
kakrola,vasant kunj,15.992753942692001,1,2,67
vasant kunj,kakrola,15.992753942692001,2,1,84
kakrola,vijay nagar,20.31217317766252,1,1,84
vijay nagar,kakrola,20.31217317766252,1,1,84
kakrola,wazirabad,20.536746255872632,1,2,67
wazirabad,kakrola,20.536746255872632,2,1,84
kakrola,yamuna vihar,27.021662331947198,1,1,84
yamuna vihar,kakrola,27.021662331947198,1,1,84
kalkaji,kapashera,17.569087073806273,2,3,50
kapashera,kalkaji,17.569087073806273,3,2,67
kalkaji,karawal nagar,21.616839696777483,2,1,84
karawal nagar,kalkaji,21.616839696777483,1,2,67
kalkaji,kashmiri gate,15.061124686737854,2,4,34
kashmiri gate,kalkaji,15.061124686737854,4,2,67
kalkaji,khanpur,3.9420881691154377,2,1,84
khanpur,kalkaji,3.9420881691154377,1,2,67
kalkaji,kirti nagar,17.444564622214788,2,1,84
kirti nagar,kalkaji,17.444564622214788,1,2,67
kalkaji,lajpat nagar,3.530411471862413,2,1,84
lajpat nagar,kalkaji,3.530411471862413,1,2,67
kalkaji,mangolpuri,23.25944248934115,2,1,84
mangolpuri,kalkaji,23.25944248934115,1,2,67
kalkaji,mehrauli,8.329875530311046,2,5,17
mehrauli,kalkaji,8.329875530311046,5,2,67
kalkaji,mundka,27.64347370635694,2,1,84
mundka,kalkaji,27.64347370635694,1,2,67
kalkaji,najafgarh,28.538698284397,2,2,67
najafgarh,kalkaji,28.538698284397,2,2,67
kalkaji,nangloi,24.67807984443072,2,1,84
nangloi,kalkaji,24.67807984443072,1,2,67
kalkaji,naraina,15.29475791623917,2,1,84
naraina,kalkaji,15.29475791623917,1,2,67
kalkaji,narela,37.8040031855186,2,5,17
narela,kalkaji,37.8040031855186,5,2,67
kalkaji,okhla,3.9782733409684994,2,4,34
okhla,kalkaji,3.9782733409684994,4,2,67
kalkaji,palam,18.51186182943964,2,1,84
palam,kalkaji,18.51186182943964,1,2,67
kalkaji,patel nagar,17.060050308232903,2,0,100
patel nagar,kalkaji,17.060050308232903,0,2,67
kalkaji,pitampura,22.170299888476595,2,2,67
pitampura,kalkaji,22.170299888476595,2,2,67
kalkaji,prem nagar,28.296828633551392,2,1,84
prem nagar,kalkaji,28.296828633551392,1,2,67
kalkaji,rajouri garden,18.41259724619025,2,1,84
rajouri garden,kalkaji,18.41259724619025,1,2,67
kalkaji,rohini,24.419820403648767,2,4,34
rohini,kalkaji,24.419820403648767,4,2,67
kalkaji,saket,4.903401179239376,2,1,84
saket,kalkaji,4.903401179239376,1,2,67
kalkaji,sangam vihar,4.904257583817353,2,2,67
sangam vihar,kalkaji,4.904257583817353,2,2,67
kalkaji,sarai kale khan,5.537235520315379,2,1,84
sarai kale khan,kalkaji,5.537235520315379,1,2,67
kalkaji,shalimar bagh,22.79364459118214,2,2,67
shalimar bagh,kalkaji,22.79364459118214,2,2,67
kalkaji,tilak nagar,19.96044965383843,2,1,84
tilak nagar,kalkaji,19.96044965383843,1,2,67
kalkaji,tis hazari,15.122960623795333,2,2,67
tis hazari,kalkaji,15.122960623795333,2,2,67
kalkaji,trilokpuri,8.793384993754772,2,2,67
trilokpuri,kalkaji,8.793384993754772,2,2,67
kalkaji,tughlakabad,2.7648829624720865,2,1,84
tughlakabad,kalkaji,2.7648829624720865,1,2,67
kalkaji,vasant kunj,10.55426378091375,2,2,67
vasant kunj,kalkaji,10.55426378091375,2,2,67
kalkaji,vijay nagar,18.152676090403027,2,1,84
vijay nagar,kalkaji,18.152676090403027,1,2,67
kalkaji,wazirabad,20.525863614828893,2,2,67
wazirabad,kalkaji,20.525863614828893,2,2,67
kalkaji,yamuna vihar,18.189876502209845,2,1,84
yamuna vihar,kalkaji,18.189876502209845,1,2,67
kapashera,karawal nagar,29.439946954352713,3,1,84
karawal nagar,kapashera,29.439946954352713,1,3,50
kapashera,kashmiri gate,21.57465163208243,3,4,34
kashmiri gate,kapashera,21.57465163208243,4,3,50
kapashera,khanpur,14.752361180727622,3,1,84
khanpur,kapashera,14.752361180727622,1,3,50
kapashera,kirti nagar,15.164571229374195,3,1,84
kirti nagar,kapashera,15.164571229374195,1,3,50
kapashera,lajpat nagar,16.50773463192547,3,1,84
lajpat nagar,kapashera,16.50773463192547,1,3,50
kapashera,mangolpuri,17.844186883542235,3,1,84
mangolpuri,kapashera,17.844186883542235,1,3,50
kapashera,mehrauli,9.40042611952982,3,5,17
mehrauli,kapashera,9.40042611952982,5,3,50
kapashera,mundka,17.761273595922088,3,1,84
mundka,kapashera,17.761273595922088,1,3,50
kapashera,najafgarh,13.585041089005705,3,2,67
najafgarh,kapashera,13.585041089005705,2,3,50
kapashera,nangloi,16.900765772697355,3,1,84
nangloi,kapashera,16.900765772697355,1,3,50
kapashera,naraina,11.886619282528697,3,1,84
naraina,kapashera,11.886619282528697,1,3,50
kapashera,narela,35.07375572282782,3,5,17
narela,kapashera,35.07375572282782,5,3,50
kapashera,okhla,20.59577410591372,3,4,34
okhla,kapashera,20.59577410591372,4,3,50
kapashera,palam,7.183192200289781,3,1,84
palam,kapashera,7.183192200289781,1,3,50
kapashera,patel nagar,16.43896242566906,3,0,100
patel nagar,kapashera,16.43896242566906,0,3,50
kapashera,pitampura,19.70997022179734,3,2,67
pitampura,kapashera,19.70997022179734,2,3,50
kapashera,prem nagar,12.597897343850804,3,1,84
prem nagar,kapashera,12.597897343850804,1,3,50
kapashera,rajouri garden,13.189946784306473,3,1,84
rajouri garden,kapashera,13.189946784306473,1,3,50
kapashera,rohini,21.278706607398114,3,4,34
rohini,kapashera,21.278706607398114,4,3,50
kapashera,saket,12.843276677325445,3,1,84
saket,kapashera,12.843276677325445,1,3,50
kapashera,sangam vihar,15.676696660363994,3,2,67
sangam vihar,kapashera,15.676696660363994,2,3,50
kapashera,sarai kale khan,18.222796936263162,3,1,84
sarai kale khan,kapashera,18.222796936263162,1,3,50
kapashera,shalimar bagh,22.178313951515,3,2,67
shalimar bagh,kapashera,22.178313951515,2,3,50
kapashera,tilak nagar,12.545727405471213,3,1,84
tilak nagar,kapashera,12.545727405471213,1,3,50
kapashera,tis hazari,20.34368271708285,3,2,67
tis hazari,kapashera,20.34368271708285,2,3,50
kapashera,trilokpuri,23.5777705559609,3,2,67
trilokpuri,kapashera,23.5777705559609,2,3,50
kapashera,tughlakabad,18.1215610108186,3,1,84
tughlakabad,kapashera,18.1215610108186,1,3,50
kapashera,vasant kunj,7.0205839738379945,3,2,67
vasant kunj,kapashera,7.0205839738379945,2,3,50
kapashera,vijay nagar,21.666471928131184,3,1,84
vijay nagar,kapashera,21.666471928131184,1,3,50
kapashera,wazirabad,10.414052835077623,3,2,67
wazirabad,kapashera,10.414052835077623,2,3,50
kapashera,yamuna vihar,26.75929867172541,3,1,84
yamuna vihar,kapashera,26.75929867172541,1,3,50
karawal nagar,kashmiri gate,7.976557334461327,1,4,34
kashmiri gate,karawal nagar,7.976557334461327,4,1,84
karawal nagar,khanpur,24.628718365396534,1,1,84
khanpur,karawal nagar,24.628718365396534,1,1,84
karawal nagar,kirti nagar,15.597979620347445,1,1,84
kirti nagar,karawal nagar,15.597979620347445,1,1,84
karawal nagar,lajpat nagar,18.64110942090175,1,1,84
lajpat nagar,karawal nagar,18.64110942090175,1,1,84
karawal nagar,mangolpuri,18.102295655379766,1,1,84
mangolpuri,karawal nagar,18.102295655379766,1,1,84
karawal nagar,mehrauli,25.107027655458502,1,5,17
mehrauli,karawal nagar,25.107027655458502,5,1,84
karawal nagar,mundka,24.491491324272136,1,1,84
mundka,karawal nagar,24.491491324272136,1,1,84
karawal nagar,najafgarh,31.438503934597612,1,2,67
najafgarh,karawal nagar,31.438503934597612,2,1,84
karawal nagar,nangloi,21.070795469949967,1,1,84
nangloi,karawal nagar,21.070795469949967,1,1,84
karawal nagar,naraina,17.987212542889782,1,1,84
naraina,karawal nagar,17.987212542889782,1,1,84
karawal nagar,narela,21.714559408324828,1,5,17
narela,karawal nagar,21.714559408324828,5,1,84
karawal nagar,okhla,18.674792651153567,1,4,34
okhla,karawal nagar,18.674792651153567,4,1,84
karawal nagar,palam,24.301425006650838,1,1,84
palam,karawal nagar,24.301425006650838,1,1,84
karawal nagar,patel nagar,13.964495317948884,1,0,100
patel nagar,karawal nagar,13.964495317948884,0,1,84
karawal nagar,pitampura,14.541396663047905,1,2,67
pitampura,karawal nagar,14.541396663047905,2,1,84
karawal nagar,prem nagar,32.43336522333371,1,1,84
prem nagar,karawal nagar,32.43336522333371,1,1,84
karawal nagar,rajouri garden,18.375346228697804,1,1,84
rajouri garden,karawal nagar,18.375346228697804,1,1,84
karawal nagar,rohini,15.468555600802345,1,4,34
rohini,karawal nagar,15.468555600802345,4,1,84
karawal nagar,saket,23.74741209164064,1,1,84
saket,karawal nagar,23.74741209164064,1,1,84
karawal nagar,sangam vihar,26.18895796150222,1,2,67
sangam vihar,karawal nagar,26.18895796150222,2,1,84
karawal nagar,sarai kale khan,16.1710183936736,1,1,84
sarai kale khan,karawal nagar,16.1710183936736,1,1,84
karawal nagar,shalimar bagh,12.17944116949373,1,2,67
shalimar bagh,karawal nagar,12.17944116949373,2,1,84
karawal nagar,tilak nagar,20.356270021648047,1,1,84
tilak nagar,karawal nagar,20.356270021648047,1,1,84
karawal nagar,tis hazari,9.098765631800527,1,2,67
tis hazari,karawal nagar,9.098765631800527,2,1,84
karawal nagar,trilokpuri,14.29622247782325,1,2,67
trilokpuri,karawal nagar,14.29622247782325,2,1,84
karawal nagar,tughlakabad,24.308790910798287,1,1,84
tughlakabad,karawal nagar,24.308790910798287,1,1,84
karawal nagar,vasant kunj,25.35042796824636,1,2,67
vasant kunj,karawal nagar,25.35042796824636,2,1,84
karawal nagar,vijay nagar,8.37818753696242,1,1,84
vijay nagar,karawal nagar,8.37818753696242,1,1,84
karawal nagar,wazirabad,37.774969121147535,1,2,67
wazirabad,karawal nagar,37.774969121147535,2,1,84
karawal nagar,yamuna vihar,3.4269665016418362,1,1,84
yamuna vihar,karawal nagar,3.4269665016418362,1,1,84
kashmiri gate,khanpur,17.477484485979044,4,1,84
khanpur,kashmiri gate,17.477484485979044,1,4,34
kashmiri gate,kirti nagar,9.002699480837396,4,1,84
kirti nagar,kashmiri gate,9.002699480837396,1,4,34
kashmiri gate,lajpat nagar,11.696689422179125,4,1,84
lajpat nagar,kashmiri gate,11.696689422179125,1,4,34
kashmiri gate,mangolpuri,13.410017090121903,4,1,84
mangolpuri,kashmiri gate,13.410017090121903,1,4,34
kashmiri gate,mehrauli,17.288791580017868,4,5,17
mehrauli,kashmiri gate,17.288791580017868,5,4,34
kashmiri gate,mundka,19.704907633214823,4,1,84
mundka,kashmiri gate,19.704907633214823,1,4,34
kashmiri gate,najafgarh,25.194694411006733,4,2,67
najafgarh,kashmiri gate,25.194694411006733,2,4,34
kashmiri gate,nangloi,16.114477165516345,4,1,84
nangloi,kashmiri gate,16.114477165516345,1,4,34
kashmiri gate,naraina,10.559032814260302,4,1,84
naraina,kashmiri gate,10.559032814260302,1,4,34
kashmiri gate,narela,23.56548740441393,4,5,17
narela,kashmiri gate,23.56548740441393,5,4,34
kashmiri gate,okhla,13.065393896061304,4,4,34
okhla,kashmiri gate,13.065393896061304,4,4,34
kashmiri gate,palam,16.95662391175475,4,1,84
palam,kashmiri gate,16.95662391175475,1,4,34
kashmiri gate,patel nagar,7.4141704914527296,4,0,100
patel nagar,kashmiri gate,7.4141704914527296,0,4,34
kashmiri gate,pitampura,10.473713007028028,4,2,67
pitampura,kashmiri gate,10.473713007028028,2,4,34
kashmiri gate,prem nagar,25.92639125328257,4,1,84
prem nagar,kashmiri gate,25.92639125328257,1,4,34
kashmiri gate,rajouri garden,11.733831122678499,4,1,84
rajouri garden,kashmiri gate,11.733831122678499,1,4,34
kashmiri gate,rohini,12.337735557963445,4,4,34
rohini,kashmiri gate,12.337735557963445,4,4,34
kashmiri gate,saket,16.28486517093246,4,1,84
saket,kashmiri gate,16.28486517093246,1,4,34
kashmiri gate,sangam vihar,19.168621431311454,4,2,67
sangam vihar,kashmiri gate,19.168621431311454,2,4,34
kashmiri gate,sarai kale khan,9.563626564292118,4,1,84
sarai kale khan,kashmiri gate,9.563626564292118,1,4,34
kashmiri gate,shalimar bagh,9.517754480311677,4,2,67
shalimar bagh,kashmiri gate,9.517754480311677,2,4,34
kashmiri gate,tilak nagar,13.883204046224895,4,1,84
tilak nagar,kashmiri gate,13.883204046224895,1,4,34
kashmiri gate,tis hazari,1.5374074271824625,4,2,67
tis hazari,kashmiri gate,1.5374074271824625,2,4,34
kashmiri gate,trilokpuri,10.205669648503717,4,2,67
trilokpuri,kashmiri gate,10.205669648503717,2,4,34
kashmiri gate,tughlakabad,17.82593012950883,4,1,84
tughlakabad,kashmiri gate,17.82593012950883,1,4,34
kashmiri gate,vasant kunj,17.399459998511652,4,2,67
vasant kunj,kashmiri gate,17.399459998511652,2,4,34
kashmiri gate,vijay nagar,3.8123275675787367,4,1,84
vijay nagar,kashmiri gate,3.8123275675787367,1,4,34
kashmiri gate,wazirabad,29.808453691057892,4,2,67
wazirabad,kashmiri gate,29.808453691057892,2,4,34
kashmiri gate,yamuna vihar,5.215041903186682,4,1,84
